word,reading,meanings,level,example_ja,example_en
円周,えんしゅう,circumference,N2,円周から直径を求めることは可能ですか？,Is it possible to determine the diameter from the circumference?
園芸,えんげい,horticulture; gardening,N2,父は園芸の基本を教えてくれた。,My father taught me the nuts and bolts of gardening.
宴会,えんかい,party; banquet,N2,宴会はたけなわだった。,The banquet was in full swing.
延ばす,のばす,to lengthen; to stretch; to reach out; to grow (beard),N2,彼は出発を延ばすことにした。,He decided to postpone his departure.
延びる,のびる,to be prolonged,N2,全ての生き物は、生き延びるための本能的衝動を持っている。,All forms of life have an instinctive urge to survive.
延長,えんちょう,extension; elongation; prolongation; lengthening,N2,ビザの延長をお願いします。,Please extend this visa.
演劇,えんげき,play (theatrical),N2,演劇部所属です。,I belong to the drama club.
煙い,けむい,smoky,N2,タバコが煙い！,Your smoking bothers me.
煙突,えんとつ,chimney,N2,煙突掃除が必要ね。,The chimney needs to be cleaned.
艶,つや,gloss; glaze,N2,メアリーは艶やかな黒髪をしている。,Mary has beautiful dark hair.
遠足,えんそく,trip; hike; picnic,N2,家に帰るまでが遠足です。,The trip isn't over until you get back home.
塩辛い,しおからい,salty (taste),N2,この水は少し塩辛い。,This water is a little salty.
汚す,よごす,(1) to disgrace; to dishonour; (2) to pollute; to contaminate; to soil; to make dirty; to stain,N2,いくつかの工場は環境を汚す。,Some factories pollute the environment.
凹む,へこむ,to be dented; to be indented; to yield to; to give; to sink; to collapse; to cave in; to be snubbed,N2,,
往復,おうふく,(col) round trip; coming and going; return ticket,N2,往復切符の料金は？,What's the round-trip fare?
応ずる,おうずる,to answer; to respond; to meet; to satisfy; to accept,N2,,
応援,おうえん,aid; assistance; help; reinforcement,N2,応援してね！,Please back me up!
応接,おうせつ,reception,N2,応接室に通されました。,I was ushered into the drawing room.
応対,おうたい,receiving; dealing with,N2,その客の応対は私がします。,I'm going to attend to the customer.
応用,おうよう,application; put to practical use,N2,今日の純粋数学は明日の応用数学。,Today's pure mathematics is tomorrow's applied mathematics.
押える,おさえる,to stop; to restrain; to seize; to repress; to suppress; to press down,N2,,
欧米,おうべい,Europe and America; the West,N2,欧米では犬を家族の一員とみなす。,In Europe and America they regard the dog as a member of the family.
王女,おうじょ,princess,N2,王の娘は王女である。,A king's daughter is a princess.
襖,ふすま,sliding screen,N2,,
屋外,おくがい,outdoors,N2,ラグビーは屋外競技である。,Rugby is an outdoor game.
卸す,おろす,to sell wholesale; grated (vegetables),N2,,
恩恵,おんけい,grace; favor; blessing; benefit,N2,恩恵を請うのは私の威厳に関わる。,It is beneath my dignity to ask a favor.
温室,おんしつ,greenhouse,N2,メロンは温室で栽培する。,They grow melons under glass.
温泉,おんせん,spa; hot spring; onsen,N2,この温泉は穴場だね。,This hot spring is a great find.
温帯,おんたい,temperate zone,N2,我々のところの気候は温帯性です。,Our country's climate is temperate.
下る,くだる,to get down; to descend,N2,坂を下ると海が見えてきました。,The ocean came into view as we descended the hill.
下降,かこう,downward; descent; fall; drop; subsidence,N2,彼の人気は下降線をたどっている。,His popularity is falling.
下車,げしゃ,alighting; getting off,N2,次の駅で下車します。,I'm getting off at the next station.
下旬,げじゅん,month (last third of),N2,８月下旬に彼らは繁殖のために長い旅に出発します。,"In late August, they set off on a long journey for breeding."
下書き,したがき,rough copy; draft,N2,私は論文の１回目の下書きをした。,I've made a first draft of my thesis.
下水,げすい,drainage; sewage; ditch; gutter; sewerage,N2,下水管がつまっている。,The sewage pipe is obstructed.
下線,かせん,underline; underscore,N2,下線部を訳せ。,Translate the underlined part.
下駄,げた,geta (Japanese footwear); wooden clogs,N2,下駄持ってくるの忘れた。,I forgot to bring my traditional wooden Japanese sandals.
下町,したまち,Shitamachi; lower parts of town,N2,ここは企業城下町です。,This is a company town.
下品,げひん,vulgarity; meanness; indecency; coarseness,N2,下品なことを言うな。,Shut your filthy mouth.
仮定,かてい,assumption; supposition; hypothesis,N2,奥さんがいると仮定してごらん。,Imagine that you have a wife.
仮名,かな,(n) alias; pseudonym; pen name,N2,振り仮名はどうやって付けますか？,How do I add furigana?
仮名遣い,かなづかい,kana orthography; syllabary spelling,N2,祖父は古い仮名遣いで書くことがあるの。,My grandfather sometimes writes in the old kana orthography.
何々,なになに,such and such; What?,N2,,
何分,なにぶん,what minute?; how many minutes?,N2,オーブンで何分？,How long should we leave it in the oven?
加速,かそく,acceleration,N2,列車は加速した。,The train gathered speed.
加速度,かそくど,acceleration,N2,,
加熱,かねつ,heating,N2,水は充分に加熱すると沸騰する。,Water will boil if heated enough.
可決,かけつ,approval; adoption (e.g. motion; bill); passage,N2,動議は発声投票で可決した。,The motion was carried by acclamation.
家屋,かおく,house; building,N2,これは木造家屋です。,This is a wooden house.
家主,やぬし,landlord,N2,家主は肩と腕に銃撃を受けた。,The landlord was shot in the shoulder and arm.
果して,はたして,as was expected; really,N2,,
果実,かじつ,fruit; nut; berry.,N2,果実の中には種がある。,Fruits have seeds in them.
架空,かくう,aerial; overhead; fiction; fanciful,N2,竜は架空の動物だ。,A dragon is a creature of fancy.
歌謡,かよう,song; ballad,N2,最近は老若男女が歌えるような歌謡曲を耳にすることもなくなった。,Nowadays you no longer hear popular songs that can be sung by men and women of all ages.
火口,かこう,a burner; origin of a fire,N2,,
火山,かざん,volcano,N2,火山を見たいよ。,I want to see a volcano.
火傷,やけど,burn; scald,N2,火傷しなかった？,Didn't you burn yourself?
花嫁,はなよめ,bride,N2,花嫁が突然笑った。,The bride suddenly laughed.
花火,はなび,fireworks,N2,花火を見た？,Did you see the fireworks?
課税,かぜい,taxation,N2,課税品をお持ちですか。,Do you have anything to declare?
課程,かてい,course; curriculum,N2,私は高校の全課程を修了した。,I completed the whole high school curriculum.
貨物,かもつ,cargo; freight,N2,貨物船だよ。,It's a cargo ship.
過失,かしつ,error; blunder; accident,N2,彼の過失を許した。,I pardoned his fault.
過剰,かじょう,excess; over-,N2,彼は自信過剰だ。,He is overconfident.
過程,かてい,process,N2,過程が大切です。,The process is important.
過半数,かはんすう,majority,N2,彼らは国会で過半数を制した。,They commanded a majority in the Diet.
蚊,か,mosquito,N2,蚊が刺した。,A mosquito just bit me.
俄,にわか,sudden; abrupt; unexpected; improvised; offhand,N2,ウオーッ、みんなの励ましをもらって俄然やる気が出てきたぞ！,All right! Everybody around me is so encouraging I'm getting a rush of motivation.
会館,かいかん,meeting hall; assembly hall,N2,学生会館は学生のためにある。,The student hall is for benefit of the students.
解散,かいさん,breakup; dissolution,N2,議会は解散した。,Parliament has been dissolved.
解説,かいせつ,explanation; commentary,N2,試合解説者は誰ですか？,Who is the match commentator?
解答,かいとう,answer; solution,N2,解答のうち一つは正しいよ。,One of the answers is correct.
解放,かいほう,release; liberation; emancipation,N2,その犬を解放しなさい。,Untie the dog.
回り道,まわりみち,detour,N2,彼らはぐるっと回り道をしてやってきた。,They came round about.
回数,かいすう,number of times; frequency,N2,回数券を下さい。,May I have coupon tickets?
回数券,かいすうけん,book of tickets,N2,回数券を下さい。,May I have coupon tickets?
回転,かいてん,rotation; revolution; turning,N2,姉は頭の回転がいい。,My sister is quick-thinking.
回答,かいとう,reply; answer,N2,全問回答できました。,I could answer all the questions.
塊,かたまり,lump; mass; clod; cluster,N2,また蝋の塊だ。,It's another ball of wax.
快晴,かいせい,good weather,N2,今日は快晴だ。,It is bright and clear.
怪しい,あやしい,suspicious; dubious; doubtful,N2,彼が怪しい。,He looks suspicious.
悔しい,くやしい,regrettable; mortifying; vexing,N2,決勝戦で負けるほど悔しいものはない。,Nothing is more disappointing than to lose in the finals.
悔やむ,くやむ,to mourn,N2,よーし！覚えてろ。後で悔やむなよ。,All right! You will be sorry for this.
懐かしい,なつかしい,dear; desired; missed,N2,懐かしいな。,It brings back memories.
改めて,あらためて,another time; again; over again; anew; formally,N2,改めて、ごめんね。,"Once again, sorry."
改める,あらためる,to change; to alter; to reform; to revise,N2,悪い習慣を改めるのは難しいです。,It's hard to break bad habits.
改札,かいさつ,examination of tickets,N2,改札口で切符をお見せください。,Show your ticket at the barrier.
改正,かいせい,revision; amendment; alteration,N2,法律が改正された。,The law was changed.
改造,かいぞう,(1) remodeling; (2) modding (comp),N2,父は車庫を書斎に改造した。,My father converted a garage into a study.
海水浴,かいすいよく,sea bathing; seawater bath,N2,海水浴に行ったんだ。,I went swimming in the ocean.
海洋,かいよう,ocean,N2,世界には四つの海洋がある。,There are four oceans in the world.
灰色,はいいろ,grey; gray; ashen,N2,灰色が好き。,I like the color gray.
絵の具,えのぐ,colors; paints,N2,赤い絵の具に青い絵の具を混ぜなさい。,Blend the red paint with the blue paint.
開会,かいかい,opening of a meeting,N2,国会は開会中だ。,The Diet is now in session.
開通,かいつう,opening; open,N2,橋は開通している。,The bridge is open to traffic.
開放,かいほう,open; throw open; liberalization,N2,婦人に開放されている職業は多い。,There are many careers open to women.
